Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,has_lyrics
0MIp9iBm1V41ERxkZnmSUG,Pretty Little Poison,Pretty Little Poison,Warren Zeiders,2023-08-10,218260,72,22o5lnwyfofbaefafhryhcdbi,2024-10-10T03:45:59Z,country,Warner Records,0.494,0.567,1,-4.156,1,0.0334,0.0235,2.4e-06,0.146,0.22,112.011,3,True
7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Love Somebody,Morgan Wallen,2024-10-18,204828,82,22o5lnwyfofbaefafhryhcdbi,2024-11-03T23:41:54Z,country,Big Loud Records / Mercury Records / Republic Records,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,4,True
2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,Starting Over,Chris Stapleton,2020-11-13,213493,78,22o5lnwyfofbaefafhryhcdbi,2024-11-21T03:32:43Z,country,Mercury Nashville,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,4,True
15FAC3TcR8vXOdpHBrBk1d,Keeping Me Up All Night,Keeping Me Up All Night,Chayce Beckham,2022-08-19,209466,46,22o5lnwyfofbaefafhryhcdbi,2024-11-21T03:58:11Z,country,Wheelhouse Records,0.506,0.909,9,-4.428,1,0.0469,0.0231,0.0,0.0892,0.389,129.969,4,True
2ui7Km7H0UBxGZ3DAsyG3N,Me For Me,Tyler Hubbard,Tyler Hubbard,2023-01-27,174960,44,22o5lnwyfofbaefafhryhcdbi,2024-11-21T04:12:14Z,country,EMI Nashville,0.664,0.544,6,-5.841,1,0.0259,0.161,0.0,0.158,0.679,99.976,4,True
3R0l4ivVzkajiNAYH07ZKl,Dicked Down in Dallas,Dicked Down in Dallas,Trey Lewis,2020-12-01,201350,60,22o5lnwyfofbaefafhryhcdbi,2024-11-22T02:37:35Z,country,Trey Lewis,0.51,0.929,6,-4.685,1,0.0456,0.0608,5.39e-06,0.101,0.438,122.036,4,True
79gv58G6usuURwl6TlmBTu,Outrunnin' Your Memory,Growin' Up,"Luke Combs,Miranda Lambert",2022-06-24,254746,58,22o5lnwyfofbaefafhryhcdbi,2024-12-27T20:08:28Z,country,River House Artists/Columbia Nashville,0.601,0.836,1,-3.42,0,0.0342,0.0974,0.0,0.106,0.338,127.934,4,True
6CZN0bIk5Ij3s4BsZCJZG8,Things That Matter,Things That Matter,Jameson Rodgers,2022-09-30,193706,37,22o5lnwyfofbaefafhryhcdbi,2024-12-28T11:25:12Z,country,River House Artists/Columbia Nashville,0.548,0.742,3,-8.793,1,0.0293,0.293,4.19e-06,0.0929,0.397,159.895,4,True
0ybha7LB54Jumv5GFeorIc,Good Dogs,Bet You're from a Small Town,Jameson Rodgers,2021-09-17,198386,40,22o5lnwyfofbaefafhryhcdbi,2025-02-07T23:57:57Z,country,River House Artists/Columbia Nashville,0.558,0.572,4,-6.932,1,0.0293,0.147,1.68e-06,0.11,0.161,140.004,4,True
63kLorCFyk4ZHMHPhcWOtO,Life Goes On (feat. Luke Combs),Life Goes On (feat. Luke Combs),"Ed Sheeran,Luke Combs",2023-05-03,210208,62,22o5lnwyfofbaefafhryhcdbi,2025-02-08T00:10:06Z,"soft pop,country",Atlantic Records UK,0.505,0.339,1,-7.507,1,0.0341,0.743,0.0,0.201,0.415,153.675,4,True
3Pbp7cUCx4d3OAkZSCoNvn,Scared To Start,Scared To Start,Michael Marcagi,2024-01-12,159636,77,22o5lnwyfofbaefafhryhcdbi,2025-02-14T05:06:27Z,,Warner Records,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4,True
6ojicjDYUUoeE1tdSvfFo4,Must've Never Met You,This One's for You Too (Deluxe Edition),Luke Combs,2018-06-01,198880,65,22o5lnwyfofbaefafhryhcdbi,2025-02-19T02:21:01Z,country,River House Artists/Columbia Nashville,0.455,0.892,6,-3.218,1,0.0564,0.00951,0.0,0.143,0.641,75.218,4,True
1wwjfgCUXaupR7q3tv6ZXN,Me On You,Teenage Dixie,Muscadine Bloodline,2023-02-24,167266,62,22o5lnwyfofbaefafhryhcdbi,2025-02-22T22:07:11Z,"red dirt,country,texas country",Stancaster Music,0.72,0.798,11,-5.42,0,0.0359,0.221,0.0,0.181,0.949,97.918,4,True
